age,del_18O,del_D,d-excess,Tsite,Tsource,Tsource-Tsite
203100,-56.76,-439.45,14.66,-2.40,-1.41,0.99
203300,-56.95,-441.00,14.61,-2.72,-1.70,1.02
203500,-57.18,-442.93,14.54,-3.12,-2.07,1.05
203700,-57.46,-445.07,14.64,-3.51,-2.32,1.19
203900,-57.72,-446.96,14.80,-3.81,-2.46,1.35
204100,-57.77,-447.31,14.82,-3.87,-2.50,1.37
204300,-57.76,-447.36,14.68,-3.94,-2.63,1.30
204500,-57.72,-447.10,14.64,-3.90,-2.62,1.27
204700,-57.73,-447.21,14.66,-3.91,-2.62,1.29
204900,-57.82,-447.82,14.71,-4.01,-2.67,1.34
205100,-57.71,-446.95,14.76,-3.82,-2.49,1.34
205300,-57.61,-445.94,14.97,-3.54,-2.13,1.41
205500,-57.57,-445.35,15.24,-3.32,-1.79,1.54
205700,-57.58,-445.18,15.48,-3.20,-1.54,1.66
205900,-57.51,-444.48,15.59,-3.01,-1.32,1.70
206100,-57.53,-444.85,15.42,-3.15,-1.54,1.61
206300,-57.61,-445.62,15.23,-3.38,-1.85,1.53
206500,-57.54,-445.31,15.03,-3.40,-1.99,1.41
206700,-57.31,-443.69,14.78,-3.18,-1.98,1.20
206900,-57.08,-442.13,14.54,-2.97,-1.97,1.01
207100,-56.97,-441.15,14.60,-2.76,-1.76,1.00
207300,-57.00,-441.44,14.57,-2.83,-1.84,0.99
207500,-57.09,-442.26,14.45,-3.04,-2.09,0.95
207700,-56.99,-441.74,14.21,-3.03,-2.23,0.80
207900,-56.89,-441.16,13.97,-3.01,-2.37,0.64
208100,-56.74,-440.04,13.92,-2.81,-2.25,0.56
208300,-56.45,-437.63,14.00,-2.31,-1.80,0.51
208500,-56.29,-436.32,14.03,-2.04,-1.56,0.48
208700,-56.44,-437.47,14.09,-2.24,-1.69,0.55
208900,-56.60,-438.59,14.19,-2.43,-1.78,0.64
209100,-56.78,-439.98,14.27,-2.67,-1.93,0.74
209300,-56.97,-441.40,14.33,-2.92,-2.10,0.82
209500,-56.94,-441.11,14.44,-2.82,-1.95,0.87
209700,-56.80,-439.77,14.60,-2.49,-1.59,0.90
209900,-56.71,-439.07,14.64,-2.35,-1.45,0.89
210100,-56.63,-438.56,14.47,-2.31,-1.53,0.78
210300,-56.54,-437.92,14.37,-2.23,-1.53,0.70
210500,-56.55,-438.07,14.32,-2.28,-1.60,0.67
210700,-56.56,-438.18,14.28,-2.31,-1.65,0.66
210900,-56.45,-437.30,14.33,-2.12,-1.48,0.65
211100,-56.33,-436.28,14.36,-1.91,-1.29,0.63
211300,-56.08,-434.51,14.16,-1.64,-1.19,0.45
211500,-55.86,-432.89,13.96,-1.41,-1.13,0.28
211700,-55.71,-431.88,13.77,-1.28,-1.15,0.14
211900,-55.61,-431.33,13.58,-1.25,-1.24,0.01
212100,-55.64,-431.74,13.35,-1.42,-1.52,-0.10
212300,-55.79,-433.02,13.29,-1.69,-1.78,-0.09
212500,-55.84,-433.63,13.13,-1.87,-2.02,-0.15
212700,-55.81,-433.50,12.98,-1.91,-2.15,-0.24
212900,-55.56,-431.47,13.03,-1.49,-1.78,-0.29
213100,-55.21,-428.55,13.13,-0.89,-1.23,-0.34
213300,-55.05,-427.16,13.25,-0.57,-0.89,-0.33
213500,-55.00,-426.51,13.47,-0.35,-0.58,-0.23
213700,-55.08,-427.04,13.59,-0.41,-0.55,-0.14
213900,-55.40,-429.75,13.46,-0.99,-1.10,-0.11
214100,-55.49,-430.41,13.47,-1.11,-1.19,-0.08
214300,-55.38,-429.54,13.47,-0.94,-1.05,-0.11
214500,-55.17,-427.95,13.38,-0.67,-0.89,-0.22
214700,-54.86,-425.54,13.34,-0.21,-0.55,-0.33
214900,-54.60,-423.36,13.41,0.24,-0.13,-0.37
215100,-54.70,-424.14,13.42,0.09,-0.24,-0.33
215300,-54.78,-424.95,13.27,-0.12,-0.50,-0.38
215500,-54.93,-426.26,13.18,-0.41,-0.79,-0.38
215700,-55.11,-427.77,13.12,-0.73,-1.07,-0.34
215900,-55.20,-428.58,13.04,-0.92,-1.27,-0.35
216100,-55.17,-428.47,12.87,-0.96,-1.40,-0.44
216300,-55.10,-427.99,12.81,-0.89,-1.36,-0.48
216500,-55.10,-427.88,12.89,-0.84,-1.27,-0.43
216700,-55.16,-428.23,13.05,-0.84,-1.16,-0.32
216900,-55.16,-428.10,13.15,-0.77,-1.02,-0.25
217100,-54.92,-426.22,13.13,-0.41,-0.72,-0.31
217300,-54.74,-424.75,13.17,-0.10,-0.43,-0.33
217500,-54.62,-423.74,13.21,0.11,-0.21,-0.32
217700,-54.43,-422.29,13.16,0.38,-0.01,-0.39
217900,-54.49,-422.71,13.25,0.33,0.03,-0.30
218100,-54.80,-424.92,13.45,-0.01,-0.09,-0.08
218300,-55.09,-427.09,13.65,-0.35,-0.21,0.14
218500,-55.31,-429.08,13.38,-0.84,-0.74,0.10
218700,-55.53,-431.13,13.08,-1.35,-1.31,0.05
218900,-55.54,-431.53,12.80,-1.54,-1.60,-0.06
219100,-55.50,-431.32,12.70,-1.53,-1.62,-0.09
219300,-55.46,-431.12,12.59,-1.53,-1.65,-0.12
219500,-55.49,-431.16,12.80,-1.45,-1.42,0.03
219700,-55.54,-431.28,13.03,-1.37,-1.18,0.20
219900,-55.63,-431.92,13.15,-1.45,-1.13,0.32
220100,-55.83,-433.55,13.09,-1.78,-1.40,0.38
220300,-56.02,-435.29,12.91,-2.18,-1.80,0.39
220500,-56.12,-436.27,12.65,-2.47,-2.15,0.32
220700,-56.19,-437.11,12.40,-2.72,-2.48,0.25
220900,-56.33,-438.18,12.45,-2.91,-2.56,0.35
221100,-56.44,-438.94,12.59,-2.99,-2.51,0.48
221300,-56.55,-439.57,12.81,-3.03,-2.37,0.65
221500,-56.63,-440.01,13.04,-3.01,-2.19,0.83
221700,-56.70,-440.11,13.48,-2.86,-1.76,1.10
221900,-56.61,-439.29,13.55,-2.67,-1.54,1.13
222100,-56.63,-439.64,13.36,-2.81,-1.75,1.06
222300,-56.69,-440.61,12.89,-3.17,-2.32,0.86
222500,-56.79,-441.30,13.04,-3.25,-2.27,0.98
222700,-56.93,-442.27,13.18,-3.38,-2.27,1.10
222900,-57.27,-445.00,13.17,-3.91,-2.69,1.21
223100,-57.46,-446.41,13.23,-4.15,-2.85,1.31
223300,-57.58,-446.95,13.65,-4.09,-2.53,1.56
223500,-57.70,-448.13,13.49,-4.39,-2.87,1.52
223700,-57.81,-449.58,12.94,-4.88,-3.60,1.28
223900,-57.78,-449.62,12.66,-5.00,-3.87,1.13
224100,-57.79,-449.30,13.00,-4.80,-3.49,1.31
224300,-57.86,-449.67,13.24,-4.78,-3.32,1.45
224500,-58.02,-450.74,13.41,-4.92,-3.34,1.58
224700,-58.00,-450.32,13.69,-4.73,-3.01,1.72
224900,-58.10,-450.86,13.93,-4.74,-2.87,1.87
225100,-58.31,-452.78,13.71,-5.20,-3.38,1.82
225300,-58.59,-454.94,13.74,-5.60,-3.69,1.91
225500,-58.74,-455.91,13.99,-5.70,-3.62,2.08
225700,-59.02,-457.88,14.30,-5.96,-3.63,2.33
225900,-59.20,-458.98,14.62,-6.04,-3.50,2.54
226100,-59.27,-459.66,14.52,-6.22,-3.72,2.50
226300,-59.25,-459.62,14.42,-6.25,-3.81,2.44
226500,-59.27,-459.62,14.58,-6.19,-3.68,2.52
226700,-59.19,-459.00,14.49,-6.11,-3.67,2.44
226900,-59.14,-458.60,14.53,-6.02,-3.58,2.44
227100,-59.06,-457.37,15.14,-5.54,-2.83,2.71
227300,-58.94,-455.95,15.55,-5.10,-2.22,2.88
227500,-58.66,-454.05,15.23,-4.87,-2.24,2.62
227700,-58.57,-453.30,15.25,-4.71,-2.11,2.60
227900,-58.58,-453.14,15.51,-4.58,-1.84,2.74
228100,-58.31,-451.05,15.40,-4.22,-1.63,2.59
228300,-58.07,-449.39,15.17,-3.99,-1.60,2.39
228500,-57.97,-448.45,15.27,-3.77,-1.38,2.39
228700,-57.88,-447.89,15.15,-3.71,-1.42,2.30
228900,-57.71,-447.00,14.66,-3.73,-1.75,1.98
229100,-57.90,-448.92,14.29,-4.26,-2.42,1.84
229300,-58.12,-450.87,14.12,-4.70,-2.89,1.81
229500,-58.42,-453.09,14.26,-5.08,-3.12,1.96
229700,-58.56,-454.13,14.36,-5.24,-3.20,2.04
229900,-58.82,-455.97,14.57,-5.52,-3.30,2.22
230100,-59.16,-458.36,14.93,-5.85,-3.35,2.49
230300,-59.39,-459.88,15.28,-6.01,-3.28,2.72
230500,-59.36,-459.80,15.05,-6.09,-3.51,2.57
230700,-59.43,-460.47,14.97,-6.25,-3.72,2.54
230900,-59.37,-460.14,14.83,-6.25,-3.83,2.42
231100,-59.14,-458.35,14.76,-5.94,-3.65,2.28
231300,-58.89,-456.58,14.53,-5.69,-3.63,2.06
231500,-58.71,-455.28,14.37,-5.50,-3.61,1.89
231700,-58.64,-454.64,14.50,-5.34,-3.44,1.90
231900,-58.66,-454.54,14.71,-5.24,-3.27,1.98
232100,-58.74,-455.20,14.72,-5.37,-3.40,1.98
232300,-58.88,-455.86,15.15,-5.34,-3.14,2.20
232500,-59.14,-457.15,15.97,-5.28,-2.61,2.67
232700,-59.29,-458.20,16.10,-5.44,-2.69,2.75
232900,-59.32,-458.28,16.25,-5.40,-2.60,2.80
233100,-59.27,-457.52,16.61,-5.12,-2.18,2.94
233300,-59.09,-456.72,15.99,-5.22,-2.68,2.53
233500,-58.98,-456.19,15.62,-5.26,-2.98,2.28
233700,-58.72,-454.25,15.49,-4.94,-2.84,2.10
233900,-58.50,-452.84,15.13,-4.81,-2.99,1.82
234100,-58.34,-452.27,14.46,-4.97,-3.57,1.41
234300,-58.44,-452.66,14.83,-4.91,-3.31,1.60
234500,-58.43,-452.63,14.81,-4.91,-3.35,1.56
234700,-58.46,-452.97,14.71,-5.02,-3.52,1.50
234900,-58.47,-452.81,14.98,-4.89,-3.27,1.62
235100,-58.48,-452.30,15.52,-4.58,-2.69,1.89
235300,-58.38,-451.48,15.56,-4.41,-2.53,1.88
235500,-58.30,-450.67,15.70,-4.20,-2.29,1.91
235700,-58.25,-449.94,16.09,-3.90,-1.81,2.09
235900,-58.19,-449.26,16.22,-3.72,-1.59,2.13
236100,-58.07,-447.95,16.59,-3.32,-1.04,2.28
236300,-57.84,-446.02,16.74,-2.88,-0.60,2.29
236500,-57.57,-443.90,16.67,-2.50,-0.33,2.16
236700,-57.37,-442.37,16.60,-2.23,-0.17,2.06
236900,-57.18,-440.91,16.51,-1.98,-0.03,1.95
237100,-57.00,-440.11,15.87,-2.08,-0.51,1.57
237300,-57.03,-440.60,15.67,-2.25,-0.77,1.48
237500,-57.03,-440.59,15.62,-2.26,-0.81,1.45
237700,-56.86,-439.45,15.39,-2.13,-0.85,1.28
237900,-56.71,-438.46,15.25,-1.99,-0.83,1.17
238100,-56.58,-437.49,15.19,-1.83,-0.73,1.10
238300,-56.32,-435.65,14.93,-1.57,-0.68,0.89
238500,-56.16,-434.61,14.64,-1.48,-0.79,0.69
238700,-56.13,-434.46,14.60,-1.46,-0.79,0.67
238900,-56.08,-434.30,14.35,-1.53,-1.00,0.53
239100,-56.05,-434.27,14.14,-1.61,-1.19,0.42
239300,-56.06,-434.51,14.00,-1.71,-1.35,0.36
239500,-56.08,-434.68,13.94,-1.76,-1.43,0.33
239700,-56.08,-434.84,13.78,-1.86,-1.60,0.26
239900,-56.03,-434.42,13.83,-1.75,-1.48,0.28
240100,-55.87,-432.93,14.04,-1.38,-1.03,0.35
240300,-55.71,-431.48,14.23,-1.02,-0.61,0.41
240500,-55.53,-429.64,14.63,-0.50,0.08,0.58
240700,-55.32,-427.83,14.73,-0.11,0.47,0.58
240900,-55.17,-427.16,14.18,-0.19,0.08,0.26
241100,-55.10,-426.66,14.16,-0.09,0.16,0.25
241300,-54.91,-425.32,13.98,0.10,0.22,0.12
241500,-54.68,-423.84,13.62,0.25,0.14,-0.11
241700,-54.46,-422.28,13.41,0.47,0.21,-0.26
241900,-54.18,-419.74,13.74,1.10,0.95,-0.15
242100,-53.72,-416.43,13.35,1.60,1.14,-0.46
242300,-53.39,-414.19,12.95,1.88,1.14,-0.74
242500,-53.04,-411.71,12.60,2.23,1.23,-1.00
242700,-52.70,-409.07,12.55,2.73,1.63,-1.10
242900,-52.46,-407.26,12.40,3.03,1.81,-1.22
243100,-52.36,-406.73,12.15,3.04,1.69,-1.34
243300,-52.35,-406.48,12.32,3.15,1.93,-1.23
243500,-52.54,-407.72,12.59,3.02,2.03,-1.00
243700,-52.69,-409.22,12.27,2.61,1.53,-1.08
243900,-52.81,-410.52,11.97,2.24,1.08,-1.16
244100,-53.17,-413.39,11.97,1.69,0.67,-1.02
244300,-53.58,-416.83,11.83,0.98,0.05,-0.93
244500,-53.93,-419.92,11.51,0.25,-0.71,-0.96
244700,-54.35,-423.16,11.62,-0.33,-1.06,-0.74
244900,-54.79,-426.45,11.86,-0.87,-1.32,-0.45
245100,-55.13,-428.95,12.08,-1.26,-1.47,-0.20
245300,-55.39,-430.94,12.21,-1.59,-1.62,-0.03
245500,-55.70,-433.21,12.35,-1.97,-1.82,0.16
245700,-56.03,-435.80,12.44,-2.44,-2.11,0.33
245900,-56.45,-439.19,12.37,-3.12,-2.68,0.44
246100,-56.76,-441.90,12.20,-3.70,-3.24,0.47
246300,-56.99,-444.06,11.83,-4.26,-3.90,0.36
246500,-57.20,-445.94,11.63,-4.70,-4.36,0.34
246700,-57.43,-447.62,11.80,-4.96,-4.44,0.52
246900,-57.53,-448.17,12.10,-4.95,-4.23,0.72
247100,-57.65,-448.84,12.34,-4.98,-4.09,0.89
247300,-57.78,-449.48,12.75,-4.94,-3.79,1.15
247500,-57.85,-449.81,12.99,-4.90,-3.59,1.31
247700,-57.68,-448.40,13.01,-4.62,-3.34,1.28
247900,-57.49,-446.92,12.96,-4.36,-3.15,1.20
248100,-57.26,-445.23,12.83,-4.08,-3.00,1.08
248300,-57.03,-443.50,12.72,-3.78,-2.82,0.96
248500,-56.82,-441.91,12.61,-3.52,-2.67,0.85
248700,-57.02,-443.78,12.37,-3.97,-3.17,0.80
248900,-57.26,-445.90,12.19,-4.44,-3.64,0.80
249100,-57.53,-448.12,12.15,-4.89,-4.01,0.88
249300,-57.80,-450.34,12.10,-5.33,-4.38,0.95
249500,-58.18,-453.30,12.17,-5.87,-4.76,1.12
249700,-58.32,-454.29,12.30,-6.01,-4.77,1.24
249900,-58.44,-455.09,12.43,-6.11,-4.76,1.35
250100,-58.52,-455.65,12.51,-6.19,-4.76,1.43
250300,-58.49,-455.46,12.42,-6.19,-4.80,1.38
250500,-58.34,-454.53,12.22,-6.09,-4.84,1.24
250700,-58.19,-453.55,12.00,-5.98,-4.89,1.09
250900,-58.17,-453.20,12.19,-5.84,-4.65,1.19
251100,-58.19,-453.11,12.44,-5.72,-4.39,1.33
251300,-58.29,-453.67,12.67,-5.74,-4.25,1.48
251500,-58.37,-454.18,12.77,-5.79,-4.23,1.56
251700,-58.44,-454.68,12.87,-5.85,-4.21,1.64
251900,-58.49,-455.24,12.66,-6.04,-4.49,1.55
252100,-58.59,-456.25,12.49,-6.30,-4.80,1.50
252300,-58.72,-457.29,12.49,-6.50,-4.97,1.53
252500,-58.77,-457.80,12.36,-6.65,-5.17,1.48
252700,-58.82,-458.31,12.24,-6.80,-5.38,1.42
252900,-58.81,-457.74,12.75,-6.49,-4.81,1.68
253100,-58.74,-456.71,13.21,-6.11,-4.23,1.88
253300,-58.72,-456.50,13.23,-6.07,-4.19,1.88
253500,-58.80,-457.00,13.44,-6.08,-4.08,2.00
253700,-58.84,-457.05,13.64,-6.02,-3.91,2.11
253900,-58.80,-457.31,13.13,-6.27,-4.44,1.83
254100,-58.77,-457.46,12.72,-6.46,-4.86,1.60
254300,-58.80,-457.58,12.81,-6.45,-4.79,1.65
254500,-58.75,-457.12,12.86,-6.34,-4.68,1.66
254700,-58.68,-456.64,12.82,-6.26,-4.64,1.62
254900,-58.68,-456.44,12.96,-6.17,-4.49,1.68
255100,-58.72,-456.52,13.27,-6.07,-4.21,1.85
255300,-58.54,-455.00,13.30,-5.76,-3.96,1.81
255500,-58.52,-454.70,13.49,-5.63,-3.73,1.90
255700,-58.50,-454.20,13.79,-5.42,-3.38,2.04
255900,-58.40,-453.30,13.89,-5.21,-3.15,2.05
256100,-58.24,-452.47,13.43,-5.22,-3.45,1.77
256300,-58.21,-452.56,13.10,-5.37,-3.78,1.59
256500,-58.09,-451.90,12.78,-5.37,-3.98,1.39
256700,-58.08,-451.81,12.81,-5.34,-3.93,1.40
256900,-58.10,-452.08,12.71,-5.43,-4.07,1.36
257100,-58.05,-451.66,12.73,-5.34,-3.98,1.36
257300,-58.00,-451.05,12.92,-5.15,-3.71,1.44
257500,-58.04,-450.85,13.44,-4.90,-3.18,1.72
257700,-58.09,-451.09,13.63,-4.88,-3.05,1.83
257900,-58.19,-451.87,13.65,-5.02,-3.15,1.87
258100,-58.34,-452.81,13.92,-5.10,-3.04,2.05
258300,-58.42,-452.96,14.37,-4.95,-2.65,2.30
258500,-58.45,-453.53,14.06,-5.18,-3.03,2.15
258700,-58.56,-454.80,13.65,-5.59,-3.62,1.97
258900,-58.55,-454.83,13.54,-5.64,-3.73,1.91
259100,-58.52,-454.51,13.64,-5.54,-3.58,1.96
259300,-58.58,-455.02,13.59,-5.65,-3.71,1.95
259500,-58.57,-455.07,13.50,-5.70,-3.81,1.90
259700,-58.40,-453.83,13.35,-5.52,-3.76,1.77
259900,-58.36,-453.66,13.25,-5.53,-3.82,1.70
260100,-58.45,-454.60,12.98,-5.81,-4.22,1.59
260300,-58.44,-454.76,12.72,-5.95,-4.49,1.46
260500,-58.40,-454.34,12.82,-5.83,-4.34,1.49
260700,-58.41,-454.29,13.00,-5.75,-4.16,1.59
260900,-58.45,-454.45,13.17,-5.71,-4.03,1.69
261100,-58.45,-454.34,13.22,-5.67,-3.96,1.71
261300,-58.43,-454.35,13.06,-5.74,-4.12,1.62
261500,-58.35,-453.81,12.98,-5.67,-4.12,1.55
261700,-58.23,-452.86,12.96,-5.49,-4.00,1.49
261900,-58.10,-451.87,12.90,-5.32,-3.90,1.42
262100,-57.96,-450.88,12.81,-5.17,-3.83,1.33
262300,-57.88,-450.29,12.77,-5.07,-3.79,1.28
262500,-57.92,-450.53,12.83,-5.09,-3.77,1.32
262700,-58.08,-451.55,13.12,-5.18,-3.66,1.52
262900,-58.22,-452.46,13.28,-5.29,-3.65,1.64
263100,-58.31,-453.13,13.35,-5.39,-3.69,1.71
263300,-58.44,-454.08,13.44,-5.54,-3.74,1.80
263500,-58.50,-454.61,13.36,-5.67,-3.90,1.78
263700,-58.44,-454.52,13.03,-5.79,-4.20,1.59
263900,-58.40,-454.39,12.81,-5.85,-4.38,1.47
264100,-58.43,-454.70,12.73,-5.94,-4.50,1.44
264300,-58.36,-454.46,12.46,-6.00,-4.71,1.28
264500,-58.47,-455.14,12.61,-6.07,-4.68,1.39
264700,-58.61,-456.09,12.79,-6.18,-4.65,1.53
264900,-58.66,-456.60,12.72,-6.31,-4.80,1.51
265100,-58.67,-456.77,12.62,-6.38,-4.92,1.46
265300,-58.94,-458.21,13.29,-6.39,-4.50,1.89
265500,-59.08,-459.08,13.57,-6.45,-4.38,2.08
265700,-59.09,-459.24,13.46,-6.52,-4.50,2.02
265900,-59.13,-459.44,13.61,-6.51,-4.40,2.11
266100,-59.14,-459.39,13.77,-6.43,-4.23,2.20
266300,-59.09,-458.93,13.77,-6.34,-4.16,2.19
266500,-59.11,-458.79,14.07,-6.20,-3.84,2.35
266700,-59.19,-459.32,14.18,-6.26,-3.82,2.44
266900,-59.23,-459.76,14.12,-6.36,-3.94,2.42
267100,-59.33,-460.45,14.16,-6.48,-4.00,2.48
267300,-59.38,-460.90,14.11,-6.59,-4.12,2.47
267500,-59.31,-460.85,13.66,-6.76,-4.54,2.21
267700,-59.27,-460.54,13.59,-6.72,-4.56,2.16
267900,-59.25,-460.67,13.31,-6.86,-4.85,2.01
268100,-59.29,-461.11,13.20,-6.98,-5.01,1.97
268300,-59.34,-461.67,13.03,-7.16,-5.26,1.90
268500,-59.45,-462.39,13.20,-7.23,-5.22,2.02
268700,-59.60,-463.30,13.53,-7.28,-5.04,2.23
268900,-59.76,-464.15,13.89,-7.30,-4.84,2.47
269100,-59.83,-464.67,13.95,-7.38,-4.86,2.52
269300,-59.86,-465.05,13.81,-7.51,-5.05,2.46
269500,-59.93,-465.44,14.00,-7.51,-4.92,2.58
269700,-60.00,-465.82,14.20,-7.50,-4.79,2.71
269900,-60.01,-465.53,14.56,-7.30,-4.40,2.90
270100,-60.00,-465.17,14.83,-7.13,-4.09,3.04
270300,-59.99,-464.87,15.06,-6.98,-3.83,3.15
270500,-59.86,-464.33,14.58,-7.06,-4.19,2.87
270700,-59.71,-463.64,14.05,-7.14,-4.59,2.55
270900,-59.78,-463.79,14.43,-7.02,-4.25,2.76
271100,-59.87,-464.02,14.90,-6.88,-3.85,3.03
271300,-59.88,-464.14,14.87,-6.91,-3.90,3.02
271500,-59.92,-464.51,14.82,-7.01,-4.02,2.99
271700,-59.98,-465.03,14.81,-7.11,-4.10,3.01
271900,-59.90,-464.79,14.40,-7.23,-4.47,2.76
272100,-59.82,-464.46,14.10,-7.28,-4.70,2.58
272300,-59.82,-464.24,14.31,-7.16,-4.48,2.68
272500,-59.85,-464.15,14.67,-7.00,-4.14,2.87
272700,-59.78,-463.55,14.65,-6.90,-4.07,2.83
272900,-59.66,-462.92,14.39,-6.88,-4.23,2.65
273100,-59.59,-462.15,14.53,-6.68,-3.98,2.69
273300,-59.54,-461.64,14.66,-6.53,-3.80,2.73
273500,-59.50,-461.21,14.78,-6.40,-3.62,2.78
273700,-59.58,-461.41,15.21,-6.27,-3.25,3.02
273900,-59.69,-462.07,15.45,-6.31,-3.14,3.17
274100,-59.76,-462.97,15.14,-6.60,-3.57,3.03
274300,-59.79,-463.39,14.92,-6.77,-3.85,2.92
274500,-59.73,-463.01,14.86,-6.72,-3.85,2.87
274700,-59.68,-462.54,14.87,-6.63,-3.77,2.86
274900,-59.65,-462.23,15.00,-6.52,-3.60,2.91
275100,-59.61,-461.84,15.01,-6.44,-3.55,2.89
275300,-59.52,-461.39,14.74,-6.46,-3.74,2.72
275500,-59.53,-461.71,14.55,-6.60,-3.98,2.62
275700,-59.57,-462.07,14.48,-6.70,-4.11,2.58
275900,-59.53,-461.58,14.68,-6.53,-3.86,2.67
276100,-59.52,-461.17,15.01,-6.32,-3.50,2.82
276300,-59.51,-460.84,15.26,-6.16,-3.22,2.94
276500,-59.43,-460.28,15.18,-6.09,-3.23,2.86
276700,-59.33,-459.68,14.98,-6.05,-3.34,2.71
276900,-59.32,-459.76,14.79,-6.14,-3.54,2.60
277100,-59.34,-459.99,14.72,-6.22,-3.67,2.55
277300,-59.41,-460.37,14.87,-6.24,-3.59,2.64
277500,-59.49,-460.83,15.05,-6.26,-3.51,2.75
277700,-59.61,-461.75,15.16,-6.40,-3.57,2.83
277900,-59.68,-462.44,15.03,-6.58,-3.82,2.77
278100,-59.72,-463.00,14.79,-6.79,-4.15,2.64
278300,-59.73,-463.14,14.72,-6.85,-4.26,2.59
278500,-59.74,-463.10,14.78,-6.82,-4.22,2.60
278700,-59.69,-462.60,14.91,-6.68,-4.05,2.63
278900,-59.64,-462.04,15.05,-6.52,-3.86,2.66
279100,-59.58,-461.49,15.18,-6.37,-3.68,2.69
279300,-59.57,-461.34,15.22,-6.33,-3.65,2.68
279500,-59.57,-461.34,15.22,-6.33,-3.68,2.66
279700,-59.57,-461.34,15.22,-6.34,-3.70,2.64
279900,-59.57,-461.34,15.22,-6.35,-3.73,2.61
280100,-59.57,-460.99,15.54,-6.16,-3.40,2.75
280300,-59.56,-460.63,15.86,-5.97,-3.07,2.90
280500,-59.56,-460.28,16.19,-5.77,-2.73,3.05
280700,-59.55,-459.92,16.51,-5.58,-2.39,3.19
280900,-59.55,-459.56,16.84,-5.39,-2.04,3.34
281100,-59.55,-459.55,16.85,-5.38,-2.05,3.33
281300,-59.54,-459.59,16.77,-5.42,-2.15,3.27
281500,-59.50,-459.56,16.43,-5.56,-2.49,3.07
281700,-59.35,-458.50,16.32,-5.40,-2.45,2.95
281900,-59.24,-457.95,15.99,-5.42,-2.69,2.73
282100,-59.13,-457.37,15.66,-5.44,-2.93,2.51
282300,-58.95,-456.16,15.47,-5.28,-2.94,2.35
282500,-58.82,-455.01,15.55,-5.03,-2.70,2.33
282700,-58.69,-454.40,15.08,-5.10,-3.07,2.03
282900,-58.48,-453.11,14.74,-4.99,-3.21,1.78
283100,-58.25,-451.13,14.88,-4.55,-2.77,1.77
283300,-58.20,-450.67,14.93,-4.44,-2.67,1.77
283500,-58.06,-449.69,14.79,-4.31,-2.66,1.65
283700,-58.09,-449.79,14.97,-4.26,-2.51,1.75
283900,-58.18,-450.14,15.26,-4.21,-2.29,1.92
284100,-58.28,-451.08,15.20,-4.42,-2.50,1.92
284300,-58.24,-450.80,15.08,-4.41,-2.57,1.84
284500,-58.24,-450.73,15.20,-4.35,-2.44,1.91
284700,-58.17,-449.92,15.44,-4.10,-2.09,2.01
284900,-57.93,-448.17,15.24,-3.83,-1.99,1.84
285100,-57.65,-446.35,14.83,-3.64,-2.09,1.55
285300,-57.46,-445.04,14.65,-3.45,-2.05,1.41
285500,-57.34,-444.21,14.54,-3.34,-2.02,1.32
285700,-57.28,-443.83,14.42,-3.31,-2.06,1.24
285900,-57.31,-443.84,14.62,-3.23,-1.87,1.36
286100,-57.34,-443.83,14.90,-3.12,-1.60,1.52
286300,-57.29,-443.32,14.98,-2.98,-1.43,1.55
286500,-57.12,-442.33,14.66,-2.91,-1.56,1.35
286700,-56.93,-441.19,14.24,-2.86,-1.77,1.08
286900,-56.82,-440.62,13.94,-2.86,-1.96,0.90
287100,-56.77,-440.11,14.07,-2.71,-1.74,0.96
287300,-56.73,-439.91,13.95,-2.72,-1.81,0.90
287500,-56.75,-440.08,13.92,-2.76,-1.85,0.91
287700,-56.72,-439.70,14.04,-2.63,-1.66,0.97
287900,-56.66,-439.04,14.22,-2.44,-1.38,1.05
288100,-56.60,-438.81,14.00,-2.47,-1.53,0.94
288300,-56.51,-438.23,13.88,-2.40,-1.54,0.86
288500,-56.43,-437.26,14.14,-2.11,-1.13,0.98
288700,-56.36,-436.67,14.22,-1.96,-0.95,1.01
288900,-56.37,-436.93,14.07,-2.07,-1.13,0.95
289100,-56.43,-437.42,14.01,-2.19,-1.25,0.94
289300,-56.43,-437.21,14.25,-2.05,-0.98,1.08
289500,-56.39,-436.53,14.59,-1.78,-0.53,1.25
289700,-56.33,-436.18,14.48,-1.76,-0.57,1.19
289900,-56.23,-435.44,14.42,-1.64,-0.50,1.14
290100,-56.13,-434.83,14.23,-1.59,-0.57,1.02
290300,-56.19,-435.57,13.94,-1.85,-0.95,0.89
290500,-56.39,-437.84,13.31,-2.53,-1.90,0.64
290700,-56.60,-439.70,13.13,-2.97,-2.35,0.62
290900,-56.75,-441.04,12.95,-3.29,-2.72,0.58
291100,-56.83,-441.75,12.92,-3.44,-2.84,0.60
291300,-56.90,-442.17,13.06,-3.46,-2.76,0.71
291500,-56.84,-441.53,13.22,-3.28,-2.49,0.78
291700,-56.87,-441.26,13.70,-3.04,-1.99,1.05
291900,-57.00,-441.54,14.44,-2.80,-1.32,1.47
292100,-57.17,-442.80,14.53,-3.00,-1.42,1.58
292300,-57.28,-443.78,14.43,-3.23,-1.66,1.57
292500,-57.42,-444.92,14.43,-3.45,-1.83,1.62
292700,-57.52,-445.88,14.30,-3.69,-2.10,1.59
292900,-57.60,-446.98,13.83,-4.08,-2.70,1.38
