age,depth,d18o,error
37400,2045.54,-40.19,1426
37420,2046.08,-40.76,1426
37440,2046.67,-39.03,1426
37460,2047.21,-39.16,1427
37480,2047.79,-38.75,1427
37500,2048.37,-38.55,1428
37520,2048.97,-39.31,1428
37540,2049.53,-39.96,1428
37560,2050.11,-38.6,1428
37580,2050.66,-38.63,1429
37600,2051.29,-38.5,1429
37620,2051.89,-39.6,1430
37640,2052.44,-39.04,1430
37660,2053.04,-38.7,1430
37680,2053.65,-39.19,1431
37700,2054.25,-38.56,1431
37720,2054.86,-38.73,1432
37740,2055.39,-39.29,1432
37760,2055.97,-38.75,1432
37780,2056.53,-39.11,1432
37800,2057.08,-38.89,1433
37820,2057.7,-39.04,1433
37840,2058.28,-39.37,1434
37860,2058.86,-38.75,1435
37880,2059.44,-39.66,1436
37900,2060.05,-39.17,1436
37920,2060.71,-38.92,1437
37940,2061.26,-39.18,1438
37960,2061.84,-38.97,1438
37980,2062.49,-38.13,1438
38000,2063.13,-39.07,1438
38020,2063.68,-38.88,1440
38040,2064.33,-38.16,1441
38060,2064.99,-38.75,1441
38080,2065.63,-39.01,1441
38100,2066.22,-38.67,1444
38120,2066.9,-38.21,1445
38140,2067.6,-37.87,1446
38160,2068.25,-38.22,1446
38180,2068.9,-38.53,1447
38200,2069.5,-37.58,1448
38220,2070.02,-39.55,1449
38240,2070.4,-42.16,1450
38260,2070.71,-41.77,1451
38280,2071.02,-42.12,1451
38300,2071.33,-42.1,1452
38320,2071.7,-42.05,1453
38340,2072.04,-42.62,1454
38360,2072.39,-43.3,1455
38380,2072.7,-43.48,1457
38400,2072.99,-41.51,1460
38420,2073.28,-43.54,1461
38440,2073.59,-39.9,1462
38460,2073.92,-41.88,1463
38480,2074.17,-43.58,1465
38500,2074.52,-41.92,1465
38520,2074.82,-41.41,1467
38540,2075.11,-44.24,1468
38560,2075.39,-43,1469
38580,2075.73,-43.1,1470
38600,2076.04,-41.8,1470
38620,2076.3,-44.31,1471
38640,2076.59,-42.12,1471
38660,2076.91,-42.77,1472
38680,2077.2,-42.74,1473
38700,2077.49,-43.76,1475
38720,2077.77,-44.41,1476
38740,2078.08,-42.34,1476
38760,2078.39,-43.42,1478
38780,2078.7,-42.78,1478
38800,2079.03,-44.18,1479
38820,2079.3,-43.23,1479
38840,2079.64,-43.39,1480
38860,2079.88,-43.54,1481
38880,2080.19,-42.41,1481
38900,2080.47,-41.67,1482
38920,2080.75,-42.86,1484
38940,2081.07,-43.23,1485
38960,2081.42,-41.34,1488
38980,2081.76,-42.51,1490
39000,2082.05,-41.68,1491
39020,2082.36,-43.85,1492
39040,2082.69,-44.43,1495
39060,2082.97,-45.16,1497
39080,2083.24,-42.13,1497
39100,2083.51,-43.08,1498
39120,2083.8,-44.58,1499
39140,2084.05,-43.24,1500
39160,2084.36,-43.68,1503
39180,2084.66,-43.45,1504
39200,2084.96,-42.28,1504
39220,2085.23,-43,1506
39240,2085.52,-44.15,1508
39260,2085.83,-43.43,1510
39280,2086.09,-44.21,1512
39300,2086.37,-43.4,1513
39320,2086.65,-42.61,1515
39340,2086.93,-44.15,1517
39360,2087.19,-42.37,1519
39380,2087.5,-43.58,1521
39400,2087.84,-43.74,1522
39420,2088.1,-43.61,1524
39440,2088.42,-41.92,1526
39460,2088.7,-41.65,1528
39480,2088.95,-44.66,1530
39500,2089.21,-44.17,1531
39520,2089.47,-44.32,1532
39540,2089.75,-43.43,1534
39560,2090.04,-42.24,1535
39580,2090.3,-42.56,1537
39600,2090.59,-41.71,1541
39620,2090.85,-44.69,1542
39640,2091.15,-43.47,1544
39660,2091.39,-43.03,1546
39680,2091.65,-42.35,1547
39700,2091.94,-42.48,1548
39720,2092.18,-43.06,1551
39740,2092.46,-44.26,1553
39760,2092.72,-42.15,1556
39780,2092.97,-43.67,1557
39800,2093.23,-42.32,1559
39820,2093.49,-42.84,1561
39840,2093.74,-44.11,1564
39860,2094,-43.49,1566
39880,2094.31,-43.54,1569
39900,2094.64,-42.61,1569
39920,2094.97,-42.21,1570
39940,2095.27,-42.19,1570
39960,2095.58,-42.19,1572
39980,2095.92,-41.6,1573
40000,2096.31,-40.85,1574
40020,2096.73,-40.35,1574
40040,2097.14,-40.83,1574
40060,2097.56,-40.71,1576
40080,2097.98,-40.5,1576
40100,2098.4,-39.67,1577
40120,2098.85,-40.59,1578
40140,2099.25,-39.45,1579
40160,2099.61,-40.84,1580
40180,2099.97,-42.55,1580
40200,2100.35,-43.72,1582
40220,2100.68,-42.58,1583
40240,2100.97,-42.09,1584
40260,2101.28,-42.53,1585
40280,2101.63,-42.07,1587
40300,2101.93,-42.49,1587
40320,2102.26,-42.12,1588
40340,2102.6,-41.98,1589
40360,2102.93,-42.4,1591
40380,2103.28,-42.41,1592
40400,2103.59,-41.76,1594
40420,2103.87,-42.37,1595
40440,2104.13,-42.28,1596
40460,2104.43,-43,1597
40480,2104.73,-42.07,1598
40500,2105.04,-42.32,1599
40520,2105.36,-41.79,1600
40540,2105.67,-41.92,1601
40560,2105.97,-42.41,1603
40580,2106.26,-43.4,1604
40600,2106.57,-43,1606
40620,2106.89,-42.58,1607
40640,2107.21,-45.42,1607
40660,2107.54,-42.57,1607
40680,2107.86,-42.49,1608
40700,2108.16,-42.86,1609
40720,2108.43,-44.29,1610
40740,2108.81,-42.54,1611
40760,2109.13,-44.53,1612
40780,2109.4,-43.86,1614
40800,2109.71,-43.19,1615
40820,2110.05,-41.04,1616
40840,2110.34,-42.59,1616
40860,2110.69,-41.46,1618
40880,2111.04,-42.63,1618
40900,2111.37,-41.98,1618
40920,2111.71,-42.35,1619
40940,2112.04,-41.3,1619
40960,2112.38,-42.16,1620
40980,2112.78,-40.41,1621
41000,2113.17,-41.18,1622
41020,2113.62,-40.8,1622
41040,2114.03,-39.59,1623
41060,2114.42,-39.83,1623
41080,2114.79,-40.35,1624
41100,2115.2,-39.6,1624
41120,2115.67,-39.22,1624
41140,2116.07,-40.36,1625
41160,2116.57,-39.7,1625
41180,2117.01,-41.25,1625
41200,2117.49,-39.25,1625
41220,2117.94,-39.36,1626
41240,2118.39,-40.13,1627
41260,2118.92,-39.84,1627
41280,2119.42,-39.94,1628
41300,2119.93,-38.34,1628
41320,2120.41,-39.47,1629
41340,2120.91,-39.41,1631
41360,2121.4,-39.97,1631
41380,2121.89,-38.94,1632
41400,2122.45,-38.82,1632
41420,2123.02,-38.56,1632
41440,2123.6,-38.36,1633
41460,2124.03,-39.79,1633
41480,2124.45,-41.75,1633
41500,2124.72,-43.22,1635
41520,2125.02,-42.27,1637
41540,2125.35,-41.32,1639
41560,2125.67,-43.49,1640
41580,2125.95,-42.76,1641
41600,2126.21,-42.71,1642
41620,2126.48,-41.75,1645
41640,2126.79,-42.31,1647
41660,2127.06,-41.7,1649
41680,2127.35,-43.61,1651
41700,2127.64,-42.91,1652
41720,2127.94,-41.92,1653
41740,2128.2,-41.67,1654
41760,2128.48,-43.75,1656
41780,2128.73,-43.27,1658
41800,2129.02,-43.6,1658
41820,2129.3,-42.85,1659
41840,2129.58,-42.23,1660
41860,2129.85,-41.83,1660
41880,2130.12,-42.57,1661
41900,2130.38,-43.06,1662
41920,2130.64,-43.66,1663
41940,2130.94,-42.47,1664
41960,2131.21,-42.06,1666
41980,2131.46,-42.84,1667
42000,2131.73,-43.2,1669
42020,2132,-43.92,1670
42040,2132.25,-42.03,1672
42060,2132.54,-42.11,1673
42080,2132.83,-43.49,1673
42100,2133.12,-42.25,1674
42120,2133.39,-42.64,1675
42140,2133.64,-41.52,1676
42160,2133.91,-41.73,1678
42180,2134.16,-42.12,1678
42200,2134.45,-42.27,1679
42220,2134.71,-42.17,1680
42240,2134.99,-42.03,1682
42260,2135.28,-41.73,1685
42280,2135.63,-42.66,1685
42300,2136,-40.57,1685
42320,2136.37,-39.58,1687
42340,2136.71,-41.5,1688
42360,2137.04,-40.62,1688
42380,2137.39,-41.26,1690
42400,2137.75,-40.76,1691
42420,2138.09,-40.78,1693
42440,2138.46,-40.31,1695
42460,2138.83,-41.63,1695
42480,2139.17,-41.73,1696
42500,2139.54,-41.87,1697
42520,2139.88,-41.14,1698
42540,2140.24,-40.6,1698
42560,2140.61,-41.03,1698
42580,2140.97,-41.65,1700
42600,2141.3,-40.93,1702
42620,2141.68,-39.99,1702
42640,2142.05,-40.38,1704
42660,2142.39,-41,1705
42680,2142.78,-40.64,1705
42700,2143.14,-39.68,1707
42720,2143.49,-39.29,1709
42740,2143.86,-40.39,1710
42760,2144.24,-39.4,1711
42780,2144.58,-39.66,1713
42800,2144.94,-40.2,1714
42820,2145.33,-39.53,1716
42840,2145.78,-39.43,1717
42860,2146.19,-39.54,1718
42880,2146.66,-39.47,1719
42900,2147.12,-39.83,1719
42920,2147.57,-38.67,1720
42940,2148.01,-38.99,1721
42960,2148.48,-39.05,1722
42980,2148.91,-39.63,1723
43000,2149.35,-39.36,1724
43020,2149.81,-38.48,1724
43040,2150.28,-38.04,1725
43060,2150.74,-38.64,1727
43080,2151.24,-38.72,1728
43100,2151.69,-38.06,1729
43120,2152.19,-38.81,1729
43140,2152.7,-39.55,1730
43160,2153.17,-38.85,1731
43180,2153.67,-39.52,1732
43200,2154.19,-39.76,1732
43220,2154.64,-40.75,1733
43240,2155.1,-39.45,1733
43260,2155.6,-38.95,1734
43280,2156.08,-39.66,1734
43300,2156.58,-39.32,1735
43320,2157.05,-38.45,1736
43340,2157.49,-39.91,1736
43360,2157.79,-41.07,1736
43380,2158.08,-42.46,1737
43400,2158.34,-41.46,1738
43420,2158.61,-41.48,1739
43440,2158.9,-42.01,1739
43460,2159.19,-42.98,1740
43480,2159.46,-43.81,1741
43500,2159.76,-42.61,1741
43520,2159.99,-43.85,1743
43540,2160.23,-42.36,1744
43560,2160.49,-43.59,1744
43580,2160.73,-43.73,1746
43600,2160.97,-44.04,1747
43620,2161.24,-44.15,1748
43640,2161.48,-43.39,1750
43660,2161.74,-43.19,1751
43680,2162.01,-42.07,1753
43700,2162.27,-42.91,1753
43720,2162.52,-41.53,1754
43740,2162.78,-42.23,1756
43760,2163.04,-42.84,1757
43780,2163.31,-41.82,1757
43800,2163.57,-42.67,1759
43820,2163.82,-41.52,1760
43840,2164.1,-42.94,1761
43860,2164.38,-40.43,1762
43880,2164.64,-42.67,1763
43900,2164.9,-42.07,1764
43920,2165.16,-42.98,1765
43940,2165.45,-43.96,1765
43960,2165.7,-42.26,1766
43980,2165.97,-44.78,1767
44000,2166.26,-41.3,1769
44020,2166.5,-41.83,1770
44040,2166.75,-42.68,1771
44060,2167.03,-41.94,1771
44080,2167.27,-43.58,1772
44100,2167.48,-43.12,1773
44120,2167.77,-42.69,1775
44140,2168.04,-43.81,1775
44160,2168.3,-43.65,1775
44180,2168.57,-43.57,1776
44200,2168.83,-41.84,1777
44220,2169.14,-41.67,1777
44240,2169.42,-43.41,1778
44260,2169.72,-43.1,1780
44280,2170,-44.04,1780
44300,2170.3,-41.5,1781
44320,2170.59,-41.98,1782
44340,2170.88,-41.75,1783
44360,2171.21,-41.75,1783
44380,2171.54,-41.15,1784
44400,2171.91,-39.87,1786
44420,2172.24,-39.43,1787
44440,2172.59,-40.91,1788
44460,2173,-39.81,1789
44480,2173.39,-40.27,1789
44500,2173.77,-39.29,1789
44520,2174.12,-40.54,1790
44540,2174.5,-41.07,1790
44560,2174.8,-40.45,1791
44580,2175.12,-41.51,1791
44600,2175.42,-42.56,1792
44620,2175.75,-41.59,1793
44640,2176,-41.77,1794
44660,2176.28,-41.4,1795
44680,2176.61,-42.16,1796
44700,2176.96,-40.59,1796
44720,2177.3,-40.24,1798
44740,2177.62,-40.66,1801
44760,2177.92,-41.38,1803
44780,2178.26,-40.17,1803
44800,2178.6,-41.68,1804
44820,2178.93,-41.54,1805
44840,2179.26,-40.86,1806
44860,2179.58,-40.57,1808
44880,2179.89,-42.54,1810
44900,2180.21,-41.99,1810
44920,2180.55,-41.29,1811
44940,2180.89,-41.13,1813
44960,2181.2,-41.5,1815
44980,2181.54,-40.01,1815
45000,2181.87,-41.01,1817
45020,2182.23,-39.76,1818
45040,2182.58,-41.47,1819
45060,2182.95,-40.78,1819
45080,2183.29,-40.93,1819
45100,2183.63,-40.89,1820
45120,2184.01,-40.74,1820
45140,2184.38,-39.95,1821
45160,2184.73,-41.65,1823
45180,2185.04,-41.05,1825
45200,2185.36,-40.35,1826
45220,2185.69,-39.91,1827
45240,2186.01,-40.36,1827
45260,2186.36,-40.21,1829
45280,2186.71,-41.72,1830
45300,2187.06,-39.81,1831
45320,2187.4,-41.26,1832
45340,2187.77,-41.38,1834
45360,2188.11,-40.48,1835
45380,2188.44,-41.17,1837
45400,2188.83,-40.53,1839
45420,2189.2,-40.48,1840
45440,2189.59,-40.39,1842
45460,2189.99,-39.13,1843
45480,2190.36,-39.65,1844
45500,2190.8,-39.44,1845
45520,2191.24,-40.56,1846
45540,2191.69,-40,1846
45560,2192.08,-40.06,1848
45580,2192.49,-40.54,1849
45600,2192.9,-39.23,1849
45620,2193.29,-39.24,1851
45640,2193.77,-39.16,1851
45660,2194.17,-40.16,1852
45680,2194.59,-39.21,1852
45700,2195.01,-38.93,1852
45720,2195.42,-39.77,1854
45740,2195.88,-39.69,1854
45760,2196.29,-39.27,1855
45780,2196.72,-39.96,1856
45800,2197.2,-38.8,1856
45820,2197.67,-39.41,1858
45840,2198.1,-40.46,1859
45860,2198.55,-39.18,1859
45880,2198.99,-39.71,1861
45900,2199.43,-38.89,1861
45920,2199.84,-39.47,1862
45940,2200.27,-39.06,1864
45960,2200.69,-39.56,1866
45980,2201.11,-40.41,1868
46000,2201.51,-39,1869
46020,2201.94,-39.4,1870
46040,2202.39,-38.7,1870
46060,2202.84,-38.03,1872
46080,2203.32,-38.41,1873
46100,2203.79,-38.82,1874
46120,2204.23,-39.36,1874
46140,2204.71,-39.35,1876
46160,2205.18,-39,1877
46180,2205.68,-38.62,1878
46200,2206.14,-39.1,1879
46220,2206.6,-38.86,1881
46240,2207.05,-38.63,1882
46260,2207.51,-38.73,1883
46280,2207.92,-38.93,1883
46300,2208.41,-38.85,1884
46320,2208.84,-38.91,1886
46340,2209.35,-39.54,1886
46360,2209.81,-38.48,1888
46380,2210.29,-39.21,1889
46400,2210.77,-38.55,1890
46420,2211.23,-39.36,1891
46440,2211.67,-39.08,1892
46460,2212.14,-38.64,1893
46480,2212.61,-38,1895
46500,2213.05,-37.42,1896
46520,2213.49,-38.29,1898
46540,2213.92,-38.56,1900
46560,2214.41,-38.55,1901
46580,2214.92,-39,1901
46600,2215.43,-39.41,1902
46620,2215.9,-38.63,1903
46640,2216.44,-37.78,1904
46660,2217.02,-37.45,1905
46680,2217.56,-38.35,1905
46700,2218.11,-38.25,1906
46720,2218.67,-37.61,1907
46740,2219.2,-37.73,1908
46760,2219.72,-38.23,1909
46780,2220.27,-38.45,1909
46800,2220.83,-37.22,1910
46820,2221.42,-37.28,1910
46840,2221.89,-37.07,1912
46860,2222.3,-41.04,1912
46880,2222.62,-40.54,1913
46900,2222.9,-43.6,1915
46920,2223.2,-41.07,1915
46940,2223.51,-42.62,1915
46960,2223.79,-41.63,1916
46980,2224.04,-43.03,1917
47000,2224.3,-42.48,1918
47020,2224.58,-42.85,1919
47040,2224.84,-43.34,1921
47060,2225.1,-42.85,1922
47080,2225.41,-43.12,1923
47100,2225.67,-42.53,1924
47120,2225.94,-41.24,1926
47140,2226.2,-41.88,1927
47160,2226.47,-42.84,1928
47180,2226.74,-44.25,1929
47200,2227.03,-42.85,1931
47220,2227.3,-41.65,1932
47240,2227.56,-42.6,1933
47260,2227.82,-43.73,1935
47280,2228.07,-42.86,1936
47300,2228.34,-43.24,1938
47320,2228.66,-41.82,1938
47340,2228.91,-41.91,1938
47360,2229.17,-41.68,1940
47380,2229.43,-42.28,1942
47400,2229.69,-42.52,1944
47420,2229.95,-43.13,1945
47440,2230.18,-44.59,1945
47460,2230.46,-42.1,1945
47480,2230.71,-44.59,1946
47500,2230.96,-43.9,1947
47520,2231.19,-43.66,1947
47540,2231.43,-43.77,1948
47560,2231.69,-41.16,1949
47580,2231.95,-42.81,1950
47600,2232.19,-41.37,1952
47620,2232.43,-42.4,1953
47640,2232.68,-41.32,1954
47660,2232.94,-42.12,1955
47680,2233.18,-42.85,1955
47700,2233.42,-43.37,1957
47720,2233.66,-42.44,1958
47740,2233.88,-43.5,1959
47760,2234.13,-44.61,1960
47780,2234.38,-43.94,1961
47800,2234.64,-42.96,1962
47820,2234.91,-43.73,1963
47840,2235.16,-43.17,1964
47860,2235.42,-40.51,1964
47880,2235.65,-42.2,1965
47900,2235.87,-42.63,1967
47920,2236.1,-43.42,1968
47940,2236.34,-43.93,1969
47960,2236.57,-41.88,1970
47980,2236.8,-43.61,1971
48000,2237.03,-42.33,1972
48020,2237.28,-44.1,1972
48040,2237.49,-41.83,1974
48060,2237.72,-42.48,1974
48080,2237.94,-43.66,1975
48100,2238.17,-43.4,1977
48120,2238.39,-43.28,1977
48140,2238.61,-44.49,1978
48160,2238.85,-45.08,1979
48180,2239.08,-43.8,1980
48200,2239.31,-43.7,1981
48220,2239.53,-43,1982
48240,2239.76,-42.88,1983
48260,2239.99,-44.33,1984
48280,2240.24,-43.59,1984
48300,2240.48,-42.82,1985
48320,2240.71,-43.32,1986
48340,2240.96,-42.88,1988
48360,2241.21,-41.42,1988
48380,2241.46,-42.35,1989
48400,2241.72,-42.56,1989
48420,2241.94,-42.98,1991
48440,2242.19,-41.44,1992
48460,2242.44,-42.99,1993
48480,2242.71,-41.38,1995
48500,2243,-41.65,1996
48520,2243.31,-41.18,1998
48540,2243.66,-40.5,1999
48560,2243.96,-40.57,2000
48580,2244.26,-40.88,2002
48600,2244.57,-41.71,2003
48620,2244.93,-41.52,2003
48640,2245.23,-41.44,2004
48660,2245.54,-41.1,2005
48680,2245.82,-40.4,2007
48700,2246.12,-42.06,2007
48720,2246.46,-41.19,2007
48740,2246.8,-40.41,2008
48760,2247.12,-40.56,2009
48780,2247.43,-41.63,2009
48800,2247.79,-40.68,2010
48820,2248.15,-41.45,2011
48840,2248.46,-40.99,2013
48860,2248.85,-39.56,2013
48880,2249.2,-39.9,2015
48900,2249.58,-40.05,2015
48920,2249.97,-39.93,2016
48940,2250.36,-39.58,2016
48960,2250.75,-39.06,2017
48980,2251.2,-39.74,2017
49000,2251.61,-39.67,2017
49020,2252,-39.21,2018
49040,2252.4,-40.25,2019
49060,2252.8,-40.32,2021
49080,2253.15,-41.91,2021
49100,2253.49,-41.96,2022
49120,2253.84,-42.22,2023
49140,2254.2,-40.68,2023
49160,2254.57,-39.58,2024
49180,2254.96,-39.97,2025
49200,2255.35,-39.16,2026
49220,2255.71,-39.01,2027
49240,2256.12,-39.39,2029
49260,2256.52,-38.39,2030
49280,2256.89,-40.42,2031
49300,2257.26,-41.2,2032
49320,2257.57,-41.88,2033
49340,2257.86,-41,2035
49360,2258.15,-42.38,2037
49380,2258.43,-41.96,2038
49400,2258.72,-42.46,2039
49420,2258.96,-42.67,2040
49440,2259.22,-41.75,2041
49460,2259.49,-42,2042
49480,2259.76,-41.54,2044
49500,2260.05,-41.13,2045
49520,2260.34,-41.51,2047
49540,2260.63,-41.24,2048
49560,2260.91,-40.71,2048
49580,2261.18,-41.8,2050
49600,2261.46,-41.1,2051
49620,2261.75,-40.94,2052
49640,2262.08,-39.9,2053
49660,2262.39,-40.73,2054
49680,2262.7,-39.94,2055
49700,2263.01,-40.8,2056
49720,2263.35,-40.3,2057
49740,2263.7,-40.08,2058
49760,2264.02,-40.6,2059
49780,2264.35,-40.9,2060
49800,2264.7,-40.05,2061
49820,2265.02,-40.84,2063
49840,2265.35,-40.52,2063
49860,2265.73,-40.33,2064
49880,2266.06,-40.27,2065
49900,2266.38,-41.32,2065
49920,2266.69,-40.9,2066
49940,2267.01,-41.15,2068
49960,2267.32,-40.42,2068
49980,2267.67,-41.12,2069
50000,2267.98,-40.84,2070
50020,2268.29,-39.78,2071
50040,2268.61,-39.06,2071
50060,2268.9,-41.16,2072
50080,2269.24,-39.61,2073
50100,2269.56,-40.69,2074
50120,2269.91,-41.09,2074
50140,2270.23,-41.46,2076
50160,2270.55,-39.93,2077
50180,2270.88,-40.6,2077
50200,2271.22,-40.77,2078
50220,2271.56,-40.38,2079
50240,2271.86,-40.18,2079
50260,2272.19,-40.18,2080
50280,2272.5,-41.18,2081
50300,2272.84,-41.45,2082
50320,2273.17,-39.98,2083
50340,2273.51,-41.4,2083
50360,2273.83,-40.94,2084
50380,2274.13,-40.18,2086
50400,2274.49,-40.24,2087
50420,2274.84,-40.41,2089
50440,2275.19,-40.66,2090
50460,2275.49,-40.22,2092
50480,2275.81,-41.38,2093
50500,2276.17,-39.89,2094
50520,2276.54,-38.8,2094
50540,2276.84,-40.64,2095
50560,2277.21,-40.39,2095
50580,2277.55,-40.66,2096
50600,2277.9,-41.11,2097
50620,2278.25,-40.34,2097
50640,2278.57,-40.5,2098
50660,2278.89,-39.92,2099
50680,2279.25,-39.22,2099
50700,2279.62,-40.87,2099
50720,2279.97,-40.21,2099
50740,2280.3,-40.24,2100
50760,2280.62,-40.72,2100
50780,2281,-39.98,2101
50800,2281.31,-40.69,2102
50820,2281.65,-40.2,2102
50840,2281.99,-41.12,2103
50860,2282.31,-40.64,2103
50880,2282.65,-39.87,2104
50900,2282.98,-40.33,2105
50920,2283.33,-39.71,2106
50940,2283.69,-40.39,2107
50960,2284.01,-41.84,2109
50980,2284.35,-40.59,2110
51000,2284.69,-39.69,2111
51020,2285.03,-41.01,2111
51040,2285.36,-39.97,2112
51060,2285.71,-39.86,2113
51080,2286.09,-40.24,2115
51100,2286.45,-40.05,2115
51120,2286.74,-41.28,2116
51140,2287.08,-40.89,2117
51160,2287.44,-40.19,2119
51180,2287.79,-41.31,2119
51200,2288.14,-40,2120
51220,2288.49,-39.83,2120
51240,2288.8,-41.12,2122
51260,2289.17,-40.33,2123
51280,2289.5,-41.07,2123
51300,2289.85,-41.28,2124
51320,2290.2,-40.56,2125
51340,2290.55,-39.86,2126
51360,2290.91,-39.4,2128
51380,2291.28,-40.77,2129
51400,2291.62,-39.71,2130
51420,2291.95,-40.23,2131
51440,2292.3,-39.8,2132
51460,2292.62,-39.91,2134
51480,2292.95,-40.25,2134
51500,2293.25,-40.85,2136
51520,2293.57,-41.89,2137
51540,2293.93,-40.5,2137
51560,2294.25,-40.6,2138
51580,2294.61,-41.42,2139
51600,2294.95,-41.75,2140
51620,2295.27,-40.31,2141
51640,2295.57,-41.8,2142
51660,2295.9,-40.17,2144
51680,2296.22,-39.46,2147
51700,2296.59,-38.9,2148
51720,2296.96,-39.03,2149
51740,2297.35,-38.98,2150
51760,2297.74,-39.41,2152
51780,2298.12,-39.35,2153
51800,2298.48,-39.49,2155
51820,2298.84,-40.2,2157
51840,2299.2,-40.38,2159
51860,2299.62,-39.46,2159
51880,2299.99,-39.78,2161
51900,2300.37,-39.69,2161
51920,2300.75,-39.96,2163
51940,2301.11,-38.57,2164
51960,2301.48,-39.44,2166
51980,2301.86,-39.31,2167
52000,2302.2,-39.09,2168
52020,2302.56,-39.41,2168
52040,2302.92,-39.58,2170
52060,2303.29,-39.81,2172
52080,2303.62,-39.88,2173
52100,2303.93,-39.48,2174
52120,2304.27,-39.03,2175
52140,2304.66,-38.81,2176
52160,2305.01,-39.4,2178
52180,2305.35,-39.3,2179
52200,2305.71,-38.88,2180
52220,2306.11,-38.29,2181
52240,2306.45,-39.02,2184
52260,2306.8,-38.63,2185
52280,2307.17,-39.77,2186
52300,2307.57,-39.01,2187
52320,2307.95,-39.96,2188
52340,2308.34,-39.06,2189
52360,2308.72,-39.5,2189
52380,2309.08,-39.94,2190
52400,2309.44,-40.07,2191
52420,2309.8,-38.89,2193
52440,2310.2,-39.69,2194
52460,2310.59,-39.18,2194
52480,2310.99,-38.79,2195
52500,2311.4,-38.2,2196
52520,2311.81,-39.45,2197
52540,2312.19,-39.89,2198
52560,2312.56,-39.45,2199
52580,2312.97,-38.68,2200
52600,2313.35,-38.84,2201
52620,2313.71,-39.89,2203
52640,2314.11,-40.09,2203
52660,2314.5,-39.56,2204
52680,2314.89,-39.45,2205
52700,2315.3,-39.4,2205
52720,2315.7,-39.73,2207
52740,2316.09,-39.35,2208
52760,2316.46,-39.86,2210
52780,2316.84,-39.43,2211
52800,2317.26,-38.42,2211
52820,2317.68,-39.62,2212
52840,2318.06,-39.1,2214
52860,2318.46,-39.32,2215
52880,2318.84,-38.94,2218
52900,2319.22,-39.71,2219
52920,2319.65,-39.35,2220
52940,2320.04,-39.4,2222
52960,2320.39,-39.33,2224
52980,2320.8,-39.11,2226
53000,2321.19,-39.39,2227
53020,2321.54,-38.21,2227
53040,2321.91,-39.11,2229
53060,2322.28,-38.83,2232
53080,2322.68,-39.6,2233
53100,2323.08,-39.58,2235
53120,2323.46,-39.3,2237
53140,2323.85,-39.44,2238
53160,2324.24,-38.53,2240
53180,2324.61,-40.58,2242
53200,2324.99,-39.04,2242
53220,2325.35,-38.49,2244
53240,2325.77,-38.28,2245
53260,2326.12,-38.59,2247
53280,2326.5,-38.72,2248
53300,2326.92,-38.82,2249
53320,2327.32,-39.64,2250
53340,2327.72,-39.77,2251
53360,2328.14,-37.88,2252
53380,2328.52,-38.22,2253
53400,2328.96,-39.59,2254
53420,2329.38,-39.4,2254
53440,2329.77,-38.67,2256
53460,2330.2,-38.86,2257
53480,2330.59,-39.25,2258
53500,2330.98,-38.16,2260
53520,2331.34,-39.24,2260
53540,2331.77,-38.72,2261
53560,2332.19,-39.14,2263
53580,2332.61,-38.35,2264
53600,2333.02,-38.86,2265
53620,2333.45,-38.06,2267
53640,2333.88,-37.96,2268
53660,2334.29,-39.63,2268
53680,2334.69,-38.76,2269
53700,2335.08,-39.8,2270
53720,2335.45,-39.12,2272
53740,2335.85,-39.02,2274
53760,2336.27,-39.72,2275
53780,2336.68,-38.37,2277
53800,2337.05,-38.3,2278
53820,2337.47,-38.88,2279
53840,2337.91,-38.25,2279
53860,2338.31,-38.29,2280
53880,2338.77,-37.71,2281
53900,2339.23,-37.51,2282
53920,2339.62,-38.19,2285
53940,2340.04,-38.78,2285
53960,2340.38,-38.85,2289
53980,2340.73,-41.23,2290
54000,2341.08,-41.31,2291
54020,2341.38,-41.63,2292
54040,2341.78,-39.3,2293
54060,2342.23,-38.65,2294
54080,2342.67,-38.43,2295
54100,2343.06,-38.94,2297
54120,2343.43,-38.63,2297
54140,2343.81,-39.12,2298
54160,2344.25,-39.16,2299
54180,2344.63,-39.61,2300
54200,2345.12,-37.76,2300
54220,2345.52,-39.94,2301
54240,2345.79,-43.59,2302
54260,2346.05,-41.93,2304
54280,2346.31,-42.59,2305
54300,2346.56,-42.82,2305
54320,2346.82,-43.08,2306
54340,2347.1,-41.81,2308
54360,2347.36,-42.99,2310
54380,2347.62,-42.11,2311
54400,2347.85,-42.96,2312
54420,2348.08,-42.65,2313
54440,2348.31,-43.31,2314
54460,2348.52,-41.74,2314
54480,2348.76,-43.71,2316
54500,2349,-43.64,2317
54520,2349.2,-42.42,2319
54540,2349.42,-42.61,2319
54560,2349.64,-43.23,2321
54580,2349.88,-42.69,2321
54600,2350.11,-42,2322
54620,2350.36,-42.15,2322
54640,2350.57,-43.16,2324
54660,2350.8,-42.64,2325
54680,2351.03,-41.7,2326
54700,2351.24,-42.69,2327
54720,2351.46,-42.3,2328
54740,2351.67,-43.03,2328
54760,2351.89,-42.69,2328
54780,2352.13,-40.8,2330
54800,2352.39,-41.04,2332
54820,2352.63,-43.39,2333
54840,2352.88,-40.94,2335
54860,2353.14,-42.63,2335
54880,2353.38,-41.02,2336
54900,2353.65,-41.13,2338
54920,2353.99,-39.07,2340
